YEAR,MONTH,STATE,PRECIPITATION,TEMP_AVG,TEMP_MAX,TEMP_MIN
2019,6,Georgia,5.95,78.10,88.8,67.4
2019,7,Georgia,3.93,81.00,91.8,70.2
2019,8,Georgia,4.53,80.70,91.3,70.2
2019,9,Georgia,0.89,79.10,92,66.2
2019,10,Georgia,5.49,69.70,80.8,58.6
2019,11,Georgia,3.18,52.80,65.1,40.6
2019,12,Georgia,6.54,52.30,62.8,41.8
2019,1,Idaho,2.22,26.30,34.9,17.8
2019,2,Idaho,4.78,23.20,31.2,15.3
2019,3,Idaho,1.40,32.40,43.9,21
2019,4,Idaho,3.20,42.90,53.2,32.6
2019,5,Idaho,2.83,49.80,61.7,37.8
2019,6,Idaho,1.09,57.20,71,43.4
2019,7,Idaho,0.54,65.50,80.7,50.3
2019,8,Idaho,0.60,66.00,81.8,50.1
2019,9,Idaho,2.09,55.00,67.6,42.4
2019,10,Idaho,1.58,36.60,48.7,24.6
2019,11,Idaho,0.82,34.30,45,23.7
2019,12,Idaho,2.26,26.60,33.4,19.8
2019,1,Illinois,3.31,25.40,33.4,17.5
2019,2,Illinois,3.21,29.30,37.7,20.8
2019,3,Illinois,4.06,37.30,46.8,27.9
2019,4,Illinois,4.58,52.50,63.4,41.7
2019,5,Illinois,8.16,62.50,72.4,52.6
2019,6,Illinois,5.16,70.90,81,60.8
2019,7,Illinois,3.05,77.40,87.5,67.2
2019,8,Illinois,4.05,72.80,83.2,62.5
2019,9,Illinois,5.00,71.60,82,61.1
2019,10,Illinois,5.00,53.70,64.3,43
2019,11,Illinois,2.40,36.20,45.1,27.2
2019,12,Illinois,1.88,35.60,44.8,26.6
2019,1,Indiana,3.50,27.00,34.9,19
2019,2,Indiana,4.45,32.30,40.8,23.8
2019,3,Indiana,4.18,37.20,46.7,27.6
2019,4,Indiana,5.62,52.20,63.2,41.2
2019,5,Indiana,6.02,62.60,73,52.3
2019,6,Indiana,6.12,69.90,80,59.7
2019,7,Indiana,3.61,76.30,86.8,65.7
2019,8,Indiana,3.51,72.30,83.2,61.4
2019,9,Indiana,2.26,70.80,82.5,59.2
2019,10,Indiana,4.29,55.50,67,44.1
2019,11,Indiana,2.70,36.50,45.4,27.5
2019,12,Indiana,3.26,36.20,45.2,27.1
2019,1,Iowa,1.28,18.70,27,10.3
2019,2,Iowa,2.34,15.30,24.5,6.2
2019,3,Iowa,2.19,31.10,40,22.2
2019,4,Iowa,3.03,49.20,60.8,37.6
2019,5,Iowa,8.21,56.60,66.7,46.6
2019,6,Iowa,3.91,69.30,79.7,58.9
2019,7,Iowa,3.38,75.10,85.2,65
2019,8,Iowa,3.53,69.60,79.9,59.2
2019,9,Iowa,6.21,68.20,78,58.4
2019,10,Iowa,4.78,47.10,57.2,37
2019,11,Iowa,1.49,32.40,41.1,23.7
2019,12,Iowa,1.28,29.20,38.1,20.2
2019,1,Kansas,1.03,31.30,41,21.5
2019,2,Kansas,1.02,27.90,37.7,18
2019,3,Kansas,2.12,39.40,50.3,28.5
2019,4,Kansas,1.67,55.40,69.6,41.3
2019,5,Kansas,10.51,60.50,71.3,49.7
2019,6,Kansas,4.45,72.40,85,59.8
2019,7,Kansas,2.32,78.60,91.2,66.1
2019,8,Kansas,7.00,77.10,88.3,65.9
2019,9,Kansas,2.02,75.20,87.2,63.2
2019,10,Kansas,1.96,51.10,64.1,38
2019,11,Kansas,0.65,40.20,53.8,26.6
2019,12,Kansas,1.28,36.70,48.6,24.8
2019,1,Kentucky,4.73,35.10,43.2,27
2019,2,Kentucky,9.39,42.30,52.3,32.4
2019,3,Kentucky,3.68,43.10,54.2,32
2019,4,Kentucky,4.94,57.80,70.4,45.3
2019,5,Kentucky,4.43,68.40,79.2,57.6
2019,6,Kentucky,8.10,71.90,82.3,61.6
2019,7,Kentucky,5.23,77.40,87.8,67
2019,8,Kentucky,3.46,75.60,86.9,64.4
2019,9,Kentucky,0.22,74.80,88.8,60.8
2019,10,Kentucky,6.34,60.00,72.8,47.1
2019,11,Kentucky,4.69,41.20,52.4,29.9
2019,12,Kentucky,6.10,42.10,51.6,32.5
2019,1,Louisiana,5.71,49.90,59.9,39.9
2019,2,Louisiana,4.47,57.60,66.5,48.8
2019,3,Louisiana,2.01,58.20,68.9,47.5
2019,4,Louisiana,8.39,65.20,75.7,54.8
2019,5,Louisiana,8.17,76.00,85,67
2019,6,Louisiana,6.38,80.20,89.7,70.6
2019,7,Louisiana,7.38,81.80,90.5,73
2019,8,Louisiana,4.96,83.50,92.6,74.4
2019,9,Louisiana,1.79,82.20,93.1,71.3
2019,10,Louisiana,7.96,69.10,79.5,58.6
2019,11,Louisiana,1.68,54.70,67,42.4
2019,12,Louisiana,2.97,54.10,64.8,43.5
2019,1,Maine,5.25,14.10,24,4.2
2019,2,Maine,2.87,16.30,26.3,6.4
2019,3,Maine,2.19,24.70,36,13.4
2019,4,Maine,5.37,38.80,47.6,30
2019,5,Maine,4.49,48.10,58.3,37.9
2019,6,Maine,4.69,59.50,71.2,47.8
2019,7,Maine,3.31,68.30,80.4,56.3
2019,8,Maine,4.80,64.50,75.7,53.2
2019,9,Maine,3.46,55.30,66,44.6
2019,10,Maine,5.73,46.10,55.1,37.1
2019,11,Maine,4.08,29.60,37,22.1
2019,12,Maine,3.75,22.80,30.8,14.7
2019,1,Maryland,3.26,34.00,42.6,25.4
2019,2,Maryland,3.61,37.60,46.6,28.6
2019,3,Maryland,4.07,42.10,52,32.2
2019,4,Maryland,3.04,57.80,68.6,46.9
2019,5,Maryland,5.19,67.30,77.2,57.3
2019,6,Maryland,4.23,72.50,82.7,62.4
2019,7,Maryland,4.91,78.60,89.1,68.1
2019,8,Maryland,3.12,75.60,85.8,65.5
2019,9,Maryland,0.71,71.40,82.7,60.1
2019,10,Maryland,5.26,60.30,69.9,50.7
2019,11,Maryland,1.70,42.60,52.5,32.7
2019,12,Maryland,3.60,38.90,47.5,30.3
2019,1,Massachusetts,5.30,25.90,34.8,17.1
2019,2,Massachusetts,3.21,28.50,37.2,19.7
2019,3,Massachusetts,2.51,33.70,43.5,23.8
2019,4,Massachusetts,6.76,47.70,57.8,37.6
2019,5,Massachusetts,3.70,55.30,64.9,45.6
2019,6,Massachusetts,4.35,65.50,76,54.9
2019,7,Massachusetts,4.56,73.80,84.8,62.8
2019,8,Massachusetts,3.83,69.80,80.9,58.7
2019,9,Massachusetts,1.89,62.00,73.6,50.4
2019,10,Massachusetts,6.28,52.40,61.4,43.5
2019,11,Massachusetts,3.32,37.40,46.5,28.3
2019,12,Massachusetts,7.03,30.50,38.8,22.2
2019,1,Michigan,2.29,16.80,24.6,9.1
2019,2,Michigan,2.93,19.90,28.2,11.7
2019,3,Michigan,1.81,27.50,37.7,17.4
2019,4,Michigan,3.65,42.50,52.2,32.7
2019,5,Michigan,4.73,51.80,62.7,40.9
2019,6,Michigan,4.13,62.50,74,51.1
2019,7,Michigan,2.99,70.90,82.5,59.3
2019,8,Michigan,2.46,66.30,78,54.6
2019,9,Michigan,5.19,62.30,71.7,52.8
2019,10,Michigan,5.54,47.50,56.2,38.8
2019,11,Michigan,2.69,30.80,37.2,24.3
2019,12,Michigan,3.42,28.40,34.9,21.8
2019,1,Minnesota,0.65,6.60,15.9,-2.7
2019,2,Minnesota,1.72,5.30,15.3,-4.7
2019,3,Minnesota,1.66,22.60,33.1,12.1
2019,4,Minnesota,2.71,41.40,51.4,31.3
2019,5,Minnesota,4.10,50.50,61.4,39.6
2019,6,Minnesota,3.55,64.40,76,52.8
2019,7,Minnesota,4.62,70.40,81.1,59.6
2019,8,Minnesota,3.31,65.20,76,54.4
2019,9,Minnesota,6.12,60.20,69.4,50.9
2019,10,Minnesota,4.22,42.40,50,34.7
2019,11,Minnesota,1.17,26.00,32.6,19.4
2019,12,Minnesota,1.82,16.60,25.1,8.2
2019,1,Mississippi,6.17,46.30,55.9,36.6
2019,2,Mississippi,7.72,55.00,64.9,45.2
2019,3,Mississippi,3.32,54.70,66.4,43
2019,4,Mississippi,8.73,63.10,74.6,51.6
2019,5,Mississippi,5.97,74.30,84.7,64
2019,6,Mississippi,5.24,78.30,88.5,68
2019,7,Mississippi,6.79,80.80,90.4,71.2
2019,8,Mississippi,5.31,81.40,91.6,71.3
2019,9,Mississippi,0.41,81.20,93.7,68.8
2019,10,Mississippi,10.22,66.60,77.2,56
2019,11,Mississippi,2.71,50.30,62.9,37.7
2019,12,Mississippi,5.47,50.70,60.7,40.6
2019,1,Missouri,3.04,31.00,39.1,22.9
2019,2,Missouri,3.60,33.00,42.4,23.7
2019,3,Missouri,4.20,40.90,50.8,30.9
2019,4,Missouri,3.50,56.70,68.5,44.9
2019,5,Missouri,10.31,64.50,74.4,54.6
2019,6,Missouri,5.71,72.40,82.5,62.2
2019,7,Missouri,4.48,77.60,87.7,67.6
2019,8,Missouri,6.16,75.30,85,65.6
2019,9,Missouri,3.28,74.80,85.6,64.1
2019,10,Missouri,5.00,54.30,65.2,43.3
2019,11,Missouri,2.87,40.20,51,29.4
2019,12,Missouri,1.67,39.00,48.9,29
2019,1,Montana,1.04,24.70,34.4,15.1
2019,2,Montana,1.92,5.10,15.2,-5
2019,3,Montana,0.63,25.20,37.3,13
2019,4,Montana,2.18,41.90,52.8,31
2019,5,Montana,2.67,47.70,59.2,36.2
2019,6,Montana,2.56,58.60,71.7,45.4
2019,7,Montana,2.03,65.00,79.2,50.8
2019,8,Montana,1.53,64.80,79.4,50.2
2019,9,Montana,3.58,55.00,66.6,43.4
2019,10,Montana,1.36,35.40,46.7,24.1
2019,11,Montana,1.12,29.30,39.2,19.5
2019,12,Montana,0.79,25.80,34.6,17
2019,1,Nebraska,0.25,26.40,36.6,16.2
2019,2,Nebraska,0.74,17.30,27.5,7
2019,3,Nebraska,2.80,31.70,41.8,21.5
2019,4,Nebraska,1.75,49.20,62.8,35.6
2019,5,Nebraska,6.59,53.50,64.6,42.4
2019,6,Nebraska,3.74,68.00,80.6,55.3
2019,7,Nebraska,4.17,74.50,86.5,62.5
2019,8,Nebraska,5.14,71.40,82.3,60.6
2019,9,Nebraska,2.49,68.30,81,55.6
2019,10,Nebraska,1.59,44.20,57.4,31
2019,11,Nebraska,0.96,35.20,47.7,22.8
2019,12,Nebraska,1.15,30.20,40.3,20.1
2019,1,Nevada,1.32,34.10,44,24.3
2019,2,Nevada,2.41,30.00,39.2,20.7
2019,3,Nevada,2.10,40.10,50.7,29.4
2019,4,Nevada,1.24,50.10,62.8,37.5
2019,5,Nevada,2.61,51.70,63.9,39.6
2019,6,Nevada,0.32,64.30,79.6,49.1
2019,7,Nevada,0.26,72.80,88.7,57
2019,8,Nevada,0.19,73.10,89.8,56.4
2019,9,Nevada,0.80,61.70,76.5,46.8
2019,10,Nevada,0.12,45.60,61.5,29.6
2019,11,Nevada,0.98,41.80,55.4,28.2
2019,12,Nevada,1.46,33.20,41.6,24.7
2019,1,New Hampshire,5.41,18.00,27.7,8.2
2019,2,New Hampshire,2.93,21.00,30.9,11
2019,3,New Hampshire,1.73,27.40,38.9,15.9
2019,4,New Hampshire,5.73,42.40,52.8,32
2019,5,New Hampshire,4.54,51.30,61.4,41.2
2019,6,New Hampshire,5.30,61.60,73.7,49.4
2019,7,New Hampshire,3.67,70.00,82.3,57.7
2019,8,New Hampshire,4.03,65.70,78.1,53.4
2019,9,New Hampshire,2.34,57.50,69.6,45.4
2019,10,New Hampshire,5.83,47.90,57.4,38.4
2019,11,New Hampshire,3.70,31.50,39.8,23.1
2019,12,New Hampshire,5.04,24.70,33.2,16.3
2019,1,New Jersey,4.49,31.60,40.6,22.7
2019,2,New Jersey,3.26,34.70,43.2,26.1
2019,3,New Jersey,3.84,39.40,49.5,29.4
2019,4,New Jersey,3.97,54.80,65.6,44
2019,5,New Jersey,6.75,62.80,72.6,52.9
2019,6,New Jersey,5.15,70.60,81.1,60.2
2019,7,New Jersey,6.14,78.00,88.3,67.6
2019,8,New Jersey,3.73,74.50,84.3,64.6
2019,9,New Jersey,1.25,69.00,80.1,57.8
2019,10,New Jersey,5.71,58.20,67.4,49
2019,11,New Jersey,1.94,41.30,51.2,31.4
2019,12,New Jersey,5.32,36.40,44.6,28.3
2019,1,New Mexico,0.55,35.60,48.6,22.6
2019,2,New Mexico,0.61,38.10,52,24.1
2019,3,New Mexico,1.03,45.60,59.8,31.5
2019,4,New Mexico,0.83,53.90,69.6,38.3
2019,5,New Mexico,1.00,58.10,73.4,42.8
2019,6,New Mexico,0.86,69.40,85.9,53
2019,7,New Mexico,1.74,75.50,91,60.1
2019,8,New Mexico,1.54,75.30,90.6,60
2019,9,New Mexico,1.50,69.00,83.4,54.7
2019,10,New Mexico,1.20,52.20,68.2,36.2
2019,11,New Mexico,1.78,43.50,58.1,28.9
2019,12,New Mexico,0.74,37.20,49.9,24.5
2019,1,New York,4.43,19.40,28.8,10.1
2019,2,New York,2.72,24.20,33.2,15.2
2019,3,New York,1.95,29.50,39.6,19.4
2019,4,New York,4.35,44.50,55.2,33.8
2019,5,New York,5.33,54.20,64.2,44.3
2019,6,New York,5.01,62.90,74.1,51.8
2019,7,New York,3.67,71.00,81.8,60.3
2019,8,New York,3.91,66.60,77.8,55.5
2019,9,New York,2.81,60.30,71.6,49.1
2019,10,New York,6.60,50.20,59.9,40.5
2019,11,New York,3.43,32.80,40.6,25.1
2019,12,New York,4.01,27.30,35.1,19.5
2019,1,North Carolina,3.85,42.00,51.7,32.2
2019,2,North Carolina,4.99,48.10,58.6,37.6
2019,3,North Carolina,3.22,48.80,60.3,37.4
2019,4,North Carolina,5.19,61.10,72.6,49.6
2019,5,North Carolina,2.28,72.20,83.7,60.6
2019,6,North Carolina,5.82,74.20,84.4,64
2019,7,North Carolina,4.76,79.00,89.6,68.5
2019,8,North Carolina,5.14,77.00,86.9,67
2019,9,North Carolina,3.09,74.90,86.1,63.8
2019,10,North Carolina,4.90,64.60,75.4,53.9
2019,11,North Carolina,3.34,47.40,58.3,36.4
2019,12,North Carolina,4.57,46.60,57.2,35.9
2019,1,North Dakota,0.42,9.80,18.7,0.9
2019,2,North Dakota,1.01,-2.70,6,-11.4
2019,3,North Dakota,0.51,20.60,30.4,10.8
2019,4,North Dakota,1.15,41.80,52.9,30.6
2019,5,North Dakota,2.30,49.60,62,37.3
2019,6,North Dakota,3.07,64.00,76.6,51.3
2019,7,North Dakota,3.40,69.30,81.1,57.6
2019,8,North Dakota,2.85,65.50,77.6,53.4
2019,9,North Dakota,5.90,58.30,68.6,47.9
2019,10,North Dakota,2.41,37.60,46.3,29
2019,11,North Dakota,0.61,26.10,34.2,18
2019,12,North Dakota,0.76,16.10,24.8,7.4
2019,1,Ohio,3.42,27.40,35,19.8
2019,2,Ohio,4.69,33.00,41.5,24.6
2019,3,Ohio,3.54,36.80,46.5,27.1
2019,4,Ohio,4.31,52.30,63.4,41.2
2019,5,Ohio,4.82,62.80,73.5,52.1
2019,6,Ohio,6.76,68.80,78.8,58.8
2019,7,Ohio,4.45,75.90,86.4,65.4
2019,8,Ohio,3.64,71.80,82.4,61.2
2019,9,Ohio,1.74,69.80,81.9,57.8
2019,10,Ohio,3.80,56.50,68.2,44.8
2019,11,Ohio,2.19,37.40,46.4,28.4
2019,12,Ohio,3.51,36.20,44.7,27.7
2019,1,Oklahoma,2.10,38.30,48.9,27.7
2019,2,Oklahoma,1.48,40.30,50.4,30.1
2019,3,Oklahoma,2.63,47.30,58.8,35.8
2019,4,Oklahoma,3.91,60.40,73.1,47.7
2019,5,Oklahoma,11.61,67.00,77.4,56.6
2019,6,Oklahoma,5.09,75.40,86.7,64.1
2019,7,Oklahoma,1.83,80.80,92.6,69
2019,8,Oklahoma,5.14,82.40,93.7,71.1
2019,9,Oklahoma,3.01,79.70,90.9,68.6
2019,10,Oklahoma,4.75,57.40,70,44.8
2019,11,Oklahoma,2.34,46.20,59.3,33
2019,12,Oklahoma,1.09,43.20,55.3,31.1
2019,1,Oregon,3.48,35.30,43.1,27.5
2019,2,Oregon,6.62,28.80,35.8,21.8
2019,3,Oregon,2.05,37.30,47.9,26.7
2019,4,Oregon,4.76,46.10,56.3,35.8
2019,5,Oregon,2.55,52.70,64.6,40.8
2019,6,Oregon,0.66,59.00,73.2,44.8
2019,7,Oregon,0.26,64.90,79.7,50
2019,8,Oregon,0.67,67.10,82.3,51.8
2019,9,Oregon,2.68,56.60,68.5,44.6
2019,10,Oregon,1.57,43.20,55.5,31
2019,11,Oregon,1.19,40.50,51.1,29.9
2019,12,Oregon,3.54,34.20,40.6,27.8
2019,1,Pennsylvania,4.27,25.80,34,17.7
2019,2,Pennsylvania,3.45,30.20,38.8,21.5
2019,3,Pennsylvania,2.97,34.70,44.8,24.5
2019,4,Pennsylvania,4.53,50.50,61.7,39.3
2019,5,Pennsylvania,6.52,60.70,71.2,50.1
2019,6,Pennsylvania,5.82,65.80,76.9,54.7
2019,7,Pennsylvania,5.62,73.20,84,62.3
2019,8,Pennsylvania,3.71,69.60,80.5,58.6
2019,9,Pennsylvania,2.13,65.10,76.9,53.4
2019,10,Pennsylvania,5.61,53.70,64.4,43.1
2019,11,Pennsylvania,2.44,36.50,45.6,27.4
2019,12,Pennsylvania,3.71,32.60,40.2,25
2019,1,Rhode Island,6.42,29.00,37.8,20.3
2019,2,Rhode Island,3.51,31.60,39.6,23.6
2019,3,Rhode Island,3.45,35.90,44.9,26.8
2019,4,Rhode Island,7.08,49.20,58.4,40
2019,5,Rhode Island,4.05,56.40,65.5,47.2
2019,6,Rhode Island,4.80,66.50,75.8,57.2
2019,7,Rhode Island,4.66,74.80,84.8,64.9
2019,8,Rhode Island,4.04,71.30,81,61.5
2019,9,Rhode Island,1.63,63.90,74.6,53.2
2019,10,Rhode Island,7.05,54.70,62.8,46.6
2019,11,Rhode Island,3.12,40.10,49.4,30.7
2019,12,Rhode Island,7.30,34.10,42.2,26
2019,1,South Carolina,3.60,46.70,56.9,36.6
2019,2,South Carolina,2.48,53.00,64.4,41.7
2019,3,South Carolina,2.52,54.10,66,42.2
2019,4,South Carolina,3.99,64.00,76.1,51.9
2019,5,South Carolina,2.15,75.40,87.3,63.5
2019,6,South Carolina,5.94,77.20,87.7,66.8
2019,7,South Carolina,3.91,81.40,92.2,70.6
2019,8,South Carolina,4.83,80.30,90.5,70.1
2019,9,South Carolina,2.19,78.30,89.9,66.6
2019,10,South Carolina,4.01,68.50,79.6,57.3
2019,11,South Carolina,3.48,51.00,62.5,39.4
2019,12,South Carolina,6.93,50.30,61,39.6
2019,1,South Dakota,0.49,18.00,27.4,8.5
2019,2,South Dakota,1.01,6.10,15,-2.8
2019,3,South Dakota,1.69,25.10,34.5,15.7
2019,4,South Dakota,2.64,44.20,55.6,32.9
2019,5,South Dakota,5.90,50.40,60.8,40
2019,6,South Dakota,2.63,66.30,78.8,53.8
2019,7,South Dakota,5.45,72.10,83.5,60.7
2019,8,South Dakota,3.65,68.20,79.2,57.1
2019,9,South Dakota,3.90,63.10,75,51.2
2019,10,South Dakota,2.12,40.20,50.9,29.6
2019,11,South Dakota,0.94,31.10,41.4,20.8
2019,12,South Dakota,0.97,23.30,31.9,14.7
2019,1,Tennessee,5.78,39.40,47.8,30.9
2019,2,Tennessee,12.07,46.70,56.1,37.4
2019,3,Tennessee,4.26,46.90,58.2,35.6
2019,4,Tennessee,5.84,59.30,71.7,46.9
2019,5,Tennessee,3.71,70.10,81.2,59
2019,6,Tennessee,6.47,73.40,83.6,63.2
2019,7,Tennessee,6.13,77.80,87.7,67.8
2019,8,Tennessee,3.97,76.90,87.7,66.2
2019,9,Tennessee,0.50,76.40,89.8,63.1
2019,10,Tennessee,7.28,61.70,73.8,49.6
2019,11,Tennessee,4.74,44.20,56,32.4
2019,12,Tennessee,6.17,45.20,55.1,35.3
2019,1,Texas,1.50,47.20,58.9,35.5
2019,2,Texas,0.92,51.90,63.2,40.5
2019,3,Texas,1.21,55.70,67.2,44.2
2019,4,Texas,3.58,65.00,78.2,51.8
2019,5,Texas,5.23,72.50,82.9,62.1
2019,6,Texas,4.27,79.10,90.8,67.4
2019,7,Texas,1.29,82.80,94.8,70.8
2019,8,Texas,1.42,85.90,98.3,73.4
2019,9,Texas,2.43,81.50,93.1,69.9
2019,10,Texas,2.71,65.20,78.3,52.1
2019,11,Texas,1.42,53.20,65.9,40.5
2019,12,Texas,0.88,50.70,64.4,37
2019,1,Utah,1.51,27.00,36.5,17.6
2019,2,Utah,2.31,27.20,36.9,17.4
2019,3,Utah,2.61,38.20,48.3,28
2019,4,Utah,1.74,48.60,60.8,36.4
2019,5,Utah,2.94,50.50,62.3,38.7
2019,6,Utah,0.49,63.60,78.2,48.9
2019,7,Utah,0.59,73.30,88.1,58.4
2019,8,Utah,0.35,72.80,88.2,57.4
2019,9,Utah,0.85,63.10,77.3,48.8
2019,10,Utah,0.24,42.90,57.9,27.8
2019,11,Utah,1.86,38.50,51,26
2019,12,Utah,1.45,28.80,37.4,20.2
2020,1,Alabama,7.44,49.50,59.8,39.2
2020,2,Alabama,10.37,51.00,61.2,40.7
2020,3,Alabama,6.18,63.50,73.9,53.2
2020,4,Alabama,7.10,62.00,74.6,49.4
2020,5,Alabama,3.64,68.90,80.8,57
2020,6,Alabama,5.16,76.90,87.1,66.7
2020,7,Alabama,5.30,80.90,90.7,71
2020,8,Alabama,5.78,80.20,90.1,70.4
2020,9,Alabama,6.00,74.30,83.5,65
2020,10,Alabama,5.11,66.90,78,55.8
2020,11,Alabama,2.75,58.40,70.4,46.4
2020,12,Alabama,3.84,45.90,58,33.8
2020,1,Arizona,0.45,43.70,56.7,30.7
2020,2,Arizona,1.10,45.90,59.8,32
2020,3,Arizona,2.38,51.00,63.2,38.8
2020,4,Arizona,0.36,59.30,74.6,44
2020,5,Arizona,0.11,70.50,87.5,53.5
2020,6,Arizona,0.04,76.80,93.5,60
2020,7,Arizona,0.71,82.80,97.8,67.8
2020,8,Arizona,0.60,84.10,99.4,68.8
2020,9,Arizona,0.11,75.60,91.8,59.3
2020,10,Arizona,0.14,66.20,83.5,48.8
2020,11,Arizona,0.27,53.50,68.2,38.8
2020,12,Arizona,0.29,42.00,56.2,27.7
2020,1,Arkansas,6.15,43.90,52.6,35.3
2020,2,Arkansas,5.79,44.50,53.6,35.4
2020,3,Arkansas,7.39,56.50,65.9,47.1
2020,4,Arkansas,6.11,58.80,69.8,47.8
2020,5,Arkansas,6.94,66.80,77.2,56.4
2020,6,Arkansas,4.67,76.40,86.8,66.1
2020,7,Arkansas,3.64,81.30,90.8,71.9
2020,8,Arkansas,6.74,77.80,88.1,67.5
2020,9,Arkansas,5.65,71.80,81,62.6
2020,10,Arkansas,4.42,59.40,70.5,48.4
2020,11,Arkansas,1.94,54.00,66.2,41.9
2020,12,Arkansas,4.38,42.60,53.5,31.8
2020,1,California,2.06,45.30,55.1,35.6
2020,2,California,0.21,49.20,62.1,36.3
2020,3,California,3.19,48.00,58.3,37.7
2020,4,California,1.99,56.60,68.6,44.5
2020,5,California,1.20,64.60,78.4,50.9
2020,6,California,0.16,70.40,84.9,56
2020,7,California,0.05,76.60,92,61.1
2020,8,California,0.10,78.90,93.6,64.2
2020,9,California,0.04,74.00,88.8,59.1
2020,10,California,0.05,66.20,81.2,51.2
2020,11,California,1.19,50.90,63.2,38.5
2020,12,California,1.83,45.50,56.7,34.3
2020,1,Colorado,0.72,27.40,40,14.8
2020,2,Colorado,1.09,26.40,39.5,13.4
2020,3,Colorado,1.35,38.80,51.4,26.1
2020,4,Colorado,0.80,43.40,58.1,28.6
2020,5,Colorado,1.07,55.60,70.7,40.5
2020,6,Colorado,1.15,65.00,80.9,49.2
2020,7,Colorado,1.85,69.30,84.5,54.1
2020,8,Colorado,0.80,70.10,86.4,53.8
2020,9,Colorado,0.97,58.80,74.6,43
2020,10,Colorado,0.62,47.10,63.3,31
2020,11,Colorado,0.85,38.50,52.4,24.6
2020,12,Colorado,0.96,26.70,39.6,13.9
2020,1,Connecticut,2.05,33.00,41.5,24.6
2020,2,Connecticut,3.24,33.90,42,25.8
2020,3,Connecticut,3.88,41.40,51.1,31.7
2020,4,Connecticut,5.19,44.40,54,34.9
2020,5,Connecticut,2.69,56.40,67.8,44.9
2020,6,Connecticut,2.47,68.40,80.2,56.6
2020,7,Connecticut,3.06,75.60,85.8,65.4
2020,8,Connecticut,2.43,72.60,82.9,62.2
2020,9,Connecticut,2.16,63.50,74.4,52.5
2020,10,Connecticut,5.31,53.20,62.5,44
2020,11,Connecticut,4.51,45.40,56.3,34.5
2020,12,Connecticut,6.38,33.60,42,25.2
2020,1,Delaware,3.19,40.20,49,31.3
2020,2,Delaware,3.30,41.90,51.3,32.6
2020,3,Delaware,3.62,49.50,59.3,39.7
2020,4,Delaware,3.96,51.80,62,41.6
2020,5,Delaware,2.63,60.60,70.4,50.9
2020,6,Delaware,2.51,73.70,84.1,63.2
2020,7,Delaware,6.37,80.70,90.6,70.7
2020,8,Delaware,8.85,77.20,85.9,68.5
2020,9,Delaware,4.35,68.70,77.8,59.6
2020,10,Delaware,5.28,60.00,69.8,50.2
2020,11,Delaware,5.84,51.80,63,40.5
2020,12,Delaware,6.02,39.70,48.7,30.8
2020,1,Florida,1.57,61.80,72.7,50.8
2020,2,Florida,3.48,63.60,74.6,52.5
2020,3,Florida,0.53,71.00,82.6,59.4
2020,4,Florida,4.31,73.10,84.2,61.9
2020,5,Florida,5.25,75.80,86.9,64.6
2020,6,Florida,7.19,81.00,90.2,71.8
2020,7,Florida,7.99,83.00,92.1,74
2020,8,Florida,7.92,83.20,92,74.3
2020,9,Florida,9.30,80.60,88.7,72.5
2020,10,Florida,4.26,77.20,85.6,68.7
2020,11,Florida,3.85,70.80,79.7,61.8
2020,12,Florida,2.33,57.60,69.4,45.8
2020,1,Georgia,4.94,51.40,61.7,41.1
2020,2,Georgia,8.81,51.90,62.2,41.5
2020,3,Georgia,5.31,63.10,73.9,52.3
2020,4,Georgia,7.59,63.10,76.2,50.1
2020,5,Georgia,3.18,69.40,81.2,57.5
2020,6,Georgia,3.75,76.90,87.3,66.5
2020,7,Georgia,3.95,81.50,92,71
2020,8,Georgia,6.91,80.40,90.1,70.6
2020,9,Georgia,6.48,74.30,83.4,65.2
2020,10,Georgia,3.45,68.50,79.2,57.8
2020,11,Georgia,2.99,60.40,72,48.8
2020,12,Georgia,3.10,46.40,58.7,34.1
2020,1,Idaho,3.96,27.30,34.2,20.3
2020,2,Idaho,2.12,26.20,36.7,15.7
2020,3,Idaho,2.01,35.10,45.6,24.6
2020,4,Idaho,1.44,41.60,54.4,28.7
2020,5,Idaho,2.45,50.60,63.5,37.8
2020,6,Idaho,2.99,56.20,68.8,43.7
2020,7,Idaho,0.43,64.90,80.7,49.1
2020,8,Idaho,0.25,67.10,83,51.2
2020,9,Idaho,0.68,58.70,74.8,42.6
2020,10,Idaho,1.52,45.40,58.4,32.4
2020,11,Idaho,2.43,32.70,42.3,23.2
2020,12,Idaho,1.91,26.20,35.2,17.3
2020,1,Illinois,4.36,31.80,38.6,25
2020,2,Illinois,2.00,31.90,39.8,24
2020,3,Illinois,3.95,44.40,53.2,35.6
2020,4,Illinois,4.32,49.60,61,38.3
2020,5,Illinois,5.28,60.60,70.2,50.9
2020,6,Illinois,3.61,73.60,85,62.3
2020,7,Illinois,5.61,77.30,87.2,67.3
2020,8,Illinois,1.91,72.80,83.7,61.9
2020,9,Illinois,3.26,65.60,76.6,54.6
2020,10,Illinois,2.97,52.00,63.2,40.8
2020,11,Illinois,2.95,47.10,57.7,36.4
2020,12,Illinois,1.71,33.00,41.8,24.3
2020,1,Indiana,4.65,34.30,40.9,27.7
2020,2,Indiana,2.81,32.80,40.7,25
2020,3,Indiana,4.62,44.60,53.8,35.4
