YEAR,CROP,STATE,YIELD,UNIT
2016,TOBACCO,KENTUCKY,"1,810",LB / ACRE
2016,TOBACCO,NORTH CAROLINA,"1,999",LB / ACRE
2016,TOBACCO,OTHER STATES,0,LB / ACRE
2016,TOBACCO,PENNSYLVANIA,"2,495",LB / ACRE
2016,TOBACCO,SOUTH CAROLINA,"1,900",LB / ACRE
2016,TOBACCO,TENNESSEE,"1,767",LB / ACRE
2016,TOBACCO,VIRGINIA,"2,193",LB / ACRE
2016,WHEAT,ALABAMA,70,BU / ACRE
2016,WHEAT,ARIZONA,97.8,BU / ACRE
2016,WHEAT,ARKANSAS,54,BU / ACRE
2016,WHEAT,CALIFORNIA,79.7,BU / ACRE
2016,WHEAT,COLORADO,48.2,BU / ACRE
2016,WHEAT,DELAWARE,67,BU / ACRE
2016,WHEAT,FLORIDA,30,BU / ACRE
2016,WHEAT,GEORGIA,46,BU / ACRE
2016,WHEAT,IDAHO,91.4,BU / ACRE
2016,WHEAT,ILLINOIS,74,BU / ACRE
2016,WHEAT,INDIANA,81,BU / ACRE
2016,WHEAT,IOWA,63,BU / ACRE
2016,WHEAT,KANSAS,57,BU / ACRE
2016,WHEAT,KENTUCKY,80,BU / ACRE
2016,WHEAT,LOUISIANA,45,BU / ACRE
2016,WHEAT,MARYLAND,64,BU / ACRE
2016,WHEAT,MICHIGAN,89,BU / ACRE
2016,WHEAT,MINNESOTA,59,BU / ACRE
2016,WHEAT,MISSISSIPPI,48,BU / ACRE
2016,WHEAT,MISSOURI,70,BU / ACRE
2016,WHEAT,MONTANA,42.4,BU / ACRE
2016,WHEAT,NEBRASKA,54,BU / ACRE
2016,WHEAT,NEVADA,72.3,BU / ACRE
2016,WHEAT,NEW JERSEY,64,BU / ACRE
2016,WHEAT,NEW MEXICO,22,BU / ACRE
2016,WHEAT,NEW YORK,74,BU / ACRE
2016,WHEAT,NORTH CAROLINA,41,BU / ACRE
2016,WHEAT,NORTH DAKOTA,45,BU / ACRE
2016,WHEAT,OHIO,80,BU / ACRE
2016,WHEAT,OKLAHOMA,39,BU / ACRE
2016,WHEAT,OREGON,50.1,BU / ACRE
2016,WHEAT,PENNSYLVANIA,68,BU / ACRE
2016,WHEAT,SOUTH CAROLINA,43,BU / ACRE
2016,WHEAT,SOUTH DAKOTA,51.6,BU / ACRE
2016,WHEAT,TENNESSEE,73,BU / ACRE
2016,WHEAT,TEXAS,32,BU / ACRE
2016,WHEAT,UTAH,59.9,BU / ACRE
2016,WHEAT,VIRGINIA,53,BU / ACRE
2016,WHEAT,WASHINGTON,71.5,BU / ACRE
2016,WHEAT,WEST VIRGINIA,61,BU / ACRE
2016,WHEAT,WISCONSIN,79,BU / ACRE
2016,WHEAT,WYOMING,34,BU / ACRE
2017,BARLEY,ALASKA,46,BU / ACRE
2017,BARLEY,ARIZONA,131,BU / ACRE
2017,BARLEY,CALIFORNIA,50,BU / ACRE
2017,BARLEY,COLORADO,132,BU / ACRE
2017,BARLEY,DELAWARE,85,BU / ACRE
2017,BARLEY,IDAHO,95,BU / ACRE
2017,BARLEY,MARYLAND,76,BU / ACRE
2017,BARLEY,MINNESOTA,76,BU / ACRE
2017,BARLEY,MONTANA,51,BU / ACRE
2017,BARLEY,NORTH DAKOTA,65,BU / ACRE
2017,BARLEY,OREGON,62,BU / ACRE
2017,BARLEY,OTHER STATES,0,BU / ACRE
2017,BARLEY,PENNSYLVANIA,70,BU / ACRE
2017,BARLEY,UTAH,75,BU / ACRE
2017,BARLEY,VIRGINIA,73,BU / ACRE
2017,BARLEY,WASHINGTON,53,BU / ACRE
2017,BARLEY,WYOMING,102,BU / ACRE
2017,CANOLA,IDAHO,"1,700",LB / ACRE
2017,CANOLA,KANSAS,"1,320",LB / ACRE
2017,CANOLA,MINNESOTA,"2,080",LB / ACRE
2017,CANOLA,MONTANA,860,LB / ACRE
2017,CANOLA,NORTH DAKOTA,"1,600",LB / ACRE
2017,CANOLA,OKLAHOMA,"1,200",LB / ACRE
2017,CANOLA,OREGON,"1,550",LB / ACRE
2017,CANOLA,OTHER STATES,0,LB / ACRE
2017,CANOLA,WASHINGTON,"1,680",LB / ACRE
2017,CHICKPEAS,CALIFORNIA,"2,130",LB / ACRE
2017,CHICKPEAS,COLORADO, (D),LB / ACRE
2017,CHICKPEAS,IDAHO,"1,120",LB / ACRE
2017,CHICKPEAS,MICHIGAN,0,LB / ACRE
2017,CHICKPEAS,MINNESOTA, (D),LB / ACRE
2017,CHICKPEAS,MONTANA,960,LB / ACRE
2017,CHICKPEAS,NEBRASKA, (D),LB / ACRE
2017,CHICKPEAS,NORTH DAKOTA,"1,280",LB / ACRE
2017,CHICKPEAS,OTHER STATES,"1,392",LB / ACRE
2017,CHICKPEAS,TEXAS,0,LB / ACRE
2017,CHICKPEAS,WASHINGTON,"1,340",LB / ACRE
2017,CHICKPEAS,WYOMING, (D),LB / ACRE
2017,CORN,ALABAMA,167,BU / ACRE
2017,CORN,ARIZONA,195,BU / ACRE
2017,CORN,ARKANSAS,183,BU / ACRE
2017,CORN,CALIFORNIA,167,BU / ACRE
2017,CORN,COLORADO,143,BU / ACRE
2017,CORN,DELAWARE,189,BU / ACRE
2017,CORN,FLORIDA,161,BU / ACRE
2017,CORN,GEORGIA,176,BU / ACRE
2017,CORN,IDAHO,203,BU / ACRE
2017,CORN,ILLINOIS,201,BU / ACRE
2017,CORN,INDIANA,180,BU / ACRE
2017,CORN,IOWA,202,BU / ACRE
2017,CORN,KANSAS,132,BU / ACRE
2017,CORN,KENTUCKY,178,BU / ACRE
2017,CORN,LOUISIANA,184,BU / ACRE
2017,CORN,MARYLAND,172,BU / ACRE
2017,CORN,MICHIGAN,159,BU / ACRE
2017,CORN,MINNESOTA,194,BU / ACRE
2017,CORN,MISSISSIPPI,189,BU / ACRE
2017,CORN,MISSOURI,170,BU / ACRE
2017,CORN,MONTANA,70,BU / ACRE
2017,CORN,NEBRASKA,181,BU / ACRE
2017,CORN,NEW JERSEY,167,BU / ACRE
2017,CORN,NEW MEXICO,134,BU / ACRE
2017,CORN,NEW YORK,161,BU / ACRE
2017,CORN,NORTH CAROLINA,142,BU / ACRE
2017,CORN,NORTH DAKOTA,139,BU / ACRE
2017,CORN,OHIO,177,BU / ACRE
2017,CORN,OKLAHOMA,126,BU / ACRE
2017,CORN,OREGON,212,BU / ACRE
2017,CORN,OTHER STATES,0,BU / ACRE
2017,CORN,PENNSYLVANIA,161,BU / ACRE
2017,CORN,SOUTH CAROLINA,136,BU / ACRE
2017,CORN,SOUTH DAKOTA,145,BU / ACRE
2017,CORN,TENNESSEE,171,BU / ACRE
2017,CORN,TEXAS,140,BU / ACRE
2017,CORN,UTAH,176,BU / ACRE
2017,CORN,VIRGINIA,140,BU / ACRE
2017,CORN,WASHINGTON,225,BU / ACRE
2017,CORN,WEST VIRGINIA,152,BU / ACRE
2017,CORN,WISCONSIN,174,BU / ACRE
2017,CORN,WYOMING,155,BU / ACRE
2017,COTTON,ALABAMA,902,LB / ACRE
2017,COTTON,ARIZONA,"1,421",LB / ACRE
2017,COTTON,ARKANSAS,"1,177",LB / ACRE
2017,COTTON,CALIFORNIA,"1,375",LB / ACRE
2017,COTTON,FLORIDA,759,LB / ACRE
2017,COTTON,GEORGIA,841,LB / ACRE
2017,COTTON,KANSAS,"1,051",LB / ACRE
2017,COTTON,LOUISIANA,894,LB / ACRE
2017,COTTON,MISSISSIPPI,"1,038",LB / ACRE
2017,COTTON,MISSOURI,"1,212",LB / ACRE
2017,COTTON,NEW MEXICO,"1,135",LB / ACRE
2017,COTTON,NORTH CAROLINA,969,LB / ACRE
2017,COTTON,OKLAHOMA,882,LB / ACRE
2017,COTTON,SOUTH CAROLINA,912,LB / ACRE
2017,COTTON,TENNESSEE,"1,033",LB / ACRE
2017,COTTON,TEXAS,809,LB / ACRE
2017,COTTON,VIRGINIA,"1,110",LB / ACRE
2017,FLAXSEED,MONTANA,9,BU / ACRE
2017,FLAXSEED,NORTH DAKOTA,15,BU / ACRE
2017,FLAXSEED,SOUTH DAKOTA,13,BU / ACRE
2017,HAY & HAYLAGE,CALIFORNIA,5.92,TONS / ACRE
2017,HAY & HAYLAGE,IDAHO,3.74,TONS / ACRE
2017,HAY & HAYLAGE,ILLINOIS,3.46,TONS / ACRE
2017,HAY & HAYLAGE,IOWA,3.23,TONS / ACRE
2017,HAY & HAYLAGE,KANSAS,2.32,TONS / ACRE
2017,HAY & HAYLAGE,MICHIGAN,2.86,TONS / ACRE
2017,HAY & HAYLAGE,MINNESOTA,2.97,TONS / ACRE
2017,HAY & HAYLAGE,MISSOURI,2.02,TONS / ACRE
2017,HAY & HAYLAGE,NEBRASKA,2.42,TONS / ACRE
2017,HAY & HAYLAGE,NEW YORK,2.73,TONS / ACRE
2017,HAY & HAYLAGE,OHIO,2.72,TONS / ACRE
2017,HAY & HAYLAGE,PENNSYLVANIA,2.92,TONS / ACRE
2017,HAY & HAYLAGE,SOUTH DAKOTA,1.6,TONS / ACRE
2017,HAY & HAYLAGE,TEXAS,2.2,TONS / ACRE
2017,HAY & HAYLAGE,VERMONT,3.47,TONS / ACRE
2017,HAY & HAYLAGE,WASHINGTON,4.35,TONS / ACRE
2017,HAY & HAYLAGE,WISCONSIN,3.52,TONS / ACRE
2017,HOPS,IDAHO,"1,974",LB / ACRE
2017,HOPS,OREGON,"1,518",LB / ACRE
2017,HOPS,WASHINGTON,"2,046",LB / ACRE
2017,PEANUTS,ALABAMA,"3,650",LB / ACRE
2017,PEANUTS,ARKANSAS,"5,300",LB / ACRE
2017,PEANUTS,FLORIDA,"3,450",LB / ACRE
2017,PEANUTS,GEORGIA,"4,330",LB / ACRE
2017,PEANUTS,MISSISSIPPI,"4,000",LB / ACRE
2017,PEANUTS,NEW MEXICO,"3,500",LB / ACRE
2017,PEANUTS,NORTH CAROLINA,"4,100",LB / ACRE
2017,PEANUTS,OKLAHOMA,"3,780",LB / ACRE
2017,PEANUTS,OTHER STATES,0,LB / ACRE
2017,PEANUTS,SOUTH CAROLINA,"4,000",LB / ACRE
2017,PEANUTS,TEXAS,"3,320",LB / ACRE
2017,PEANUTS,VIRGINIA,"4,440",LB / ACRE
2017,RICE,ARKANSAS,"7,490",LB / ACRE
2017,RICE,CALIFORNIA,"8,410",LB / ACRE
2017,RICE,LOUISIANA,"6,710",LB / ACRE
2017,RICE,MISSISSIPPI,"7,400",LB / ACRE
2017,RICE,MISSOURI,"7,440",LB / ACRE
2017,RICE,TEXAS,"7,260",LB / ACRE
2017,RYE,GEORGIA,19,BU / ACRE
2017,RYE,OKLAHOMA,24,BU / ACRE
2017,RYE,OTHER STATES,37.8,BU / ACRE
2017,SAFFLOWER,CALIFORNIA,"1,900",LB / ACRE
2017,SAFFLOWER,IDAHO,900,LB / ACRE
2017,SAFFLOWER,MONTANA,610,LB / ACRE
2017,SAFFLOWER,NORTH DAKOTA,900,LB / ACRE
2017,SAFFLOWER,SOUTH DAKOTA,790,LB / ACRE
2017,SAFFLOWER,UTAH,900,LB / ACRE
2017,SORGHUM,ARKANSAS,78,BU / ACRE
2017,SORGHUM,COLORADO,52,BU / ACRE
2017,SORGHUM,GEORGIA,54,BU / ACRE
2017,SORGHUM,ILLINOIS,83,BU / ACRE
2017,SORGHUM,KANSAS,82,BU / ACRE
2017,SORGHUM,LOUISIANA,91,BU / ACRE
2017,SORGHUM,MISSISSIPPI,72,BU / ACRE
2017,SORGHUM,MISSOURI,107,BU / ACRE
2017,SORGHUM,NEBRASKA,89,BU / ACRE
2017,SORGHUM,NEW MEXICO,35,BU / ACRE
2017,SORGHUM,NORTH CAROLINA,55,BU / ACRE
2017,SORGHUM,OKLAHOMA,53,BU / ACRE
2017,SORGHUM,OTHER STATES,56.4,BU / ACRE
2017,SORGHUM,SOUTH DAKOTA,68,BU / ACRE
2017,SORGHUM,TEXAS,63,BU / ACRE
2017,SOYBEANS,ALABAMA,46,BU / ACRE
2017,SOYBEANS,ARKANSAS,51,BU / ACRE
2017,SOYBEANS,DELAWARE,51,BU / ACRE
2017,SOYBEANS,FLORIDA,34,BU / ACRE
2017,SOYBEANS,GEORGIA,42,BU / ACRE
2017,SOYBEANS,ILLINOIS,58,BU / ACRE
2017,SOYBEANS,INDIANA,54,BU / ACRE
2017,SOYBEANS,IOWA,57,BU / ACRE
2017,SOYBEANS,KANSAS,37.5,BU / ACRE
2017,SOYBEANS,KENTUCKY,53,BU / ACRE
2017,SOYBEANS,LOUISIANA,54,BU / ACRE
2017,SOYBEANS,MARYLAND,51,BU / ACRE
2017,SOYBEANS,MICHIGAN,42.5,BU / ACRE
2017,SOYBEANS,MINNESOTA,47.5,BU / ACRE
2017,SOYBEANS,MISSISSIPPI,53,BU / ACRE
2017,SOYBEANS,MISSOURI,49.5,BU / ACRE
2017,SOYBEANS,NEBRASKA,57.5,BU / ACRE
2017,SOYBEANS,NEW JERSEY,45,BU / ACRE
2017,SOYBEANS,NEW YORK,45,BU / ACRE
2017,SOYBEANS,NORTH CAROLINA,40,BU / ACRE
2017,SOYBEANS,NORTH DAKOTA,34.5,BU / ACRE
2017,SOYBEANS,OHIO,49.5,BU / ACRE
2017,SOYBEANS,OKLAHOMA,29,BU / ACRE
2017,SOYBEANS,OTHER STATES,0,BU / ACRE
2017,SOYBEANS,PENNSYLVANIA,48,BU / ACRE
2017,SOYBEANS,SOUTH CAROLINA,38,BU / ACRE
2017,SOYBEANS,SOUTH DAKOTA,43,BU / ACRE
2017,SOYBEANS,TENNESSEE,50,BU / ACRE
2017,SOYBEANS,TEXAS,37,BU / ACRE
2017,SOYBEANS,VIRGINIA,44,BU / ACRE
2017,SOYBEANS,WEST VIRGINIA,54,BU / ACRE
2017,SOYBEANS,WISCONSIN,47.5,BU / ACRE
2017,SUGARBEETS,CALIFORNIA,43.7,TONS / ACRE
2017,SUGARBEETS,COLORADO,35.7,TONS / ACRE
2017,SUGARBEETS,IDAHO,39.2,TONS / ACRE
2017,SUGARBEETS,MICHIGAN,25.2,TONS / ACRE
2017,SUGARBEETS,MINNESOTA,30.6,TONS / ACRE
2017,SUGARBEETS,MONTANA,32.7,TONS / ACRE
2017,SUGARBEETS,NEBRASKA,31.8,TONS / ACRE
2017,SUGARBEETS,NORTH DAKOTA,30.4,TONS / ACRE
2017,SUGARBEETS,OREGON,36.7,TONS / ACRE
2017,SUGARBEETS,WASHINGTON,48.2,TONS / ACRE
2017,SUGARBEETS,WYOMING,28.2,TONS / ACRE
2017,SUGARCANE,FLORIDA,44.9,TONS / ACRE
2017,SUGARCANE,LOUISIANA,36.2,TONS / ACRE
2017,SUGARCANE,TEXAS,48,TONS / ACRE
2017,TARO,HAWAII,"10,530",LB / ACRE
2017,TOBACCO,GEORGIA,"2,100",LB / ACRE
2017,TOBACCO,KENTUCKY,"2,277",LB / ACRE
2017,TOBACCO,NORTH CAROLINA,"2,197",LB / ACRE
2017,TOBACCO,OTHER STATES,0,LB / ACRE
2017,TOBACCO,PENNSYLVANIA,"2,344",LB / ACRE
2017,TOBACCO,SOUTH CAROLINA,"2,100",LB / ACRE
2017,TOBACCO,TENNESSEE,"2,038",LB / ACRE
2017,TOBACCO,VIRGINIA,"2,284",LB / ACRE
2017,WHEAT,ALABAMA,77,BU / ACRE
2017,WHEAT,ARIZONA,100.8,BU / ACRE
2017,WHEAT,ARKANSAS,52,BU / ACRE
2017,WHEAT,CALIFORNIA,68.2,BU / ACRE
2017,WHEAT,COLORADO,43.2,BU / ACRE
2017,WHEAT,DELAWARE,73,BU / ACRE
2017,WHEAT,FLORIDA,37,BU / ACRE
2017,WHEAT,GEORGIA,47,BU / ACRE
2017,WHEAT,IDAHO,81.8,BU / ACRE
2017,WHEAT,ILLINOIS,76,BU / ACRE
2017,WHEAT,INDIANA,74,BU / ACRE
2017,WHEAT,IOWA,68,BU / ACRE
2017,WHEAT,KANSAS,48,BU / ACRE
2017,WHEAT,KENTUCKY,77,BU / ACRE
2017,WHEAT,LOUISIANA,46,BU / ACRE
2017,WHEAT,MARYLAND,71,BU / ACRE
2017,WHEAT,MICHIGAN,79,BU / ACRE
2017,WHEAT,MINNESOTA,66.9,BU / ACRE
2017,WHEAT,MISSISSIPPI,58,BU / ACRE
2017,WHEAT,MISSOURI,68,BU / ACRE
2017,WHEAT,MONTANA,27.3,BU / ACRE
2017,WHEAT,NEBRASKA,46,BU / ACRE
2017,WHEAT,NEVADA,105.7,BU / ACRE
2017,WHEAT,NEW JERSEY,64,BU / ACRE
2017,WHEAT,NEW MEXICO,30,BU / ACRE
2017,WHEAT,NEW YORK,67,BU / ACRE
2017,WHEAT,NORTH CAROLINA,55,BU / ACRE
2017,WHEAT,NORTH DAKOTA,37.9,BU / ACRE
2017,WHEAT,OHIO,74,BU / ACRE
2017,WHEAT,OKLAHOMA,34,BU / ACRE
2017,WHEAT,OREGON,63,BU / ACRE
2017,WHEAT,PENNSYLVANIA,72,BU / ACRE
2017,WHEAT,SOUTH CAROLINA,49,BU / ACRE
2017,WHEAT,SOUTH DAKOTA,34.8,BU / ACRE
2017,WHEAT,TENNESSEE,70,BU / ACRE
2017,WHEAT,TEXAS,29,BU / ACRE
2017,WHEAT,UTAH,52,BU / ACRE
2017,WHEAT,VIRGINIA,66,BU / ACRE
2017,WHEAT,WASHINGTON,66.6,BU / ACRE
2017,WHEAT,WEST VIRGINIA,69,BU / ACRE
2017,WHEAT,WISCONSIN,68,BU / ACRE
2017,WHEAT,WYOMING,28,BU / ACRE
2018,BARLEY,ALASKA,43,BU / ACRE
2018,BARLEY,ARIZONA,100,BU / ACRE
2018,BARLEY,CALIFORNIA,69,BU / ACRE
2018,BARLEY,COLORADO,145,BU / ACRE
2018,BARLEY,DELAWARE,78,BU / ACRE
2018,BARLEY,IDAHO,101,BU / ACRE
2018,BARLEY,KANSAS,31,BU / ACRE
2018,BARLEY,MAINE,73,BU / ACRE
2018,BARLEY,MARYLAND,70,BU / ACRE
2018,BARLEY,MICHIGAN,43,BU / ACRE
2018,BARLEY,MINNESOTA,76,BU / ACRE
2018,BARLEY,MONTANA,56,BU / ACRE
2018,BARLEY,NEW YORK,58,BU / ACRE
2018,BARLEY,NORTH CAROLINA,80,BU / ACRE
2018,BARLEY,NORTH DAKOTA,74,BU / ACRE
2018,BARLEY,OREGON,53,BU / ACRE
2018,BARLEY,OTHER STATES,0,BU / ACRE
2018,BARLEY,PENNSYLVANIA,63,BU / ACRE
2018,BARLEY,SOUTH DAKOTA,55,BU / ACRE
2018,BARLEY,UTAH,86,BU / ACRE
2018,BARLEY,VIRGINIA,70,BU / ACRE
2018,BARLEY,WASHINGTON,73,BU / ACRE
2018,BARLEY,WISCONSIN,45,BU / ACRE
2018,BARLEY,WYOMING,100,BU / ACRE
2018,CANOLA,IDAHO,"2,100",LB / ACRE
2018,CANOLA,KANSAS,960,LB / ACRE
2018,CANOLA,MINNESOTA,"2,060",LB / ACRE
2018,CANOLA,MONTANA,"1,120",LB / ACRE
2018,CANOLA,NORTH DAKOTA,"1,960",LB / ACRE
2018,CANOLA,OKLAHOMA,880,LB / ACRE
2018,CANOLA,OREGON,"1,700",LB / ACRE
2018,CANOLA,OTHER STATES,0,LB / ACRE
2018,CANOLA,WASHINGTON,"1,790",LB / ACRE
2018,CHICKPEAS,CALIFORNIA,"2,770",LB / ACRE
2018,CHICKPEAS,COLORADO, (D),LB / ACRE
2018,CHICKPEAS,IDAHO,"1,400",LB / ACRE
2018,CHICKPEAS,MICHIGAN,0,LB / ACRE
2018,CHICKPEAS,MINNESOTA, (D),LB / ACRE
2018,CHICKPEAS,MONTANA,"1,350",LB / ACRE
2018,CHICKPEAS,NEBRASKA,"1,950",LB / ACRE
2018,CHICKPEAS,NORTH DAKOTA,"1,740",LB / ACRE
2018,CHICKPEAS,OTHER STATES,"1,057",LB / ACRE
2018,CHICKPEAS,TEXAS, (D),LB / ACRE
2018,CHICKPEAS,WASHINGTON,"1,680",LB / ACRE
2018,CHICKPEAS,WYOMING, (D),LB / ACRE
2018,CORN,ALABAMA,156,BU / ACRE
2018,CORN,ARIZONA,220,BU / ACRE
2018,CORN,ARKANSAS,181,BU / ACRE
2018,CORN,CALIFORNIA,173,BU / ACRE
2018,CORN,COLORADO,129,BU / ACRE
2018,CORN,DELAWARE,145,BU / ACRE
2018,CORN,FLORIDA,157,BU / ACRE
2018,CORN,GEORGIA,176,BU / ACRE
2018,CORN,IDAHO,213,BU / ACRE
2018,CORN,ILLINOIS,210,BU / ACRE
2018,CORN,INDIANA,189,BU / ACRE
2018,CORN,IOWA,196,BU / ACRE
2018,CORN,KANSAS,129,BU / ACRE
2018,CORN,KENTUCKY,175,BU / ACRE
2018,CORN,LOUISIANA,173,BU / ACRE
2018,CORN,MARYLAND,146,BU / ACRE
2018,CORN,MICHIGAN,152,BU / ACRE
2018,CORN,MINNESOTA,182,BU / ACRE
2018,CORN,MISSISSIPPI,185,BU / ACRE
2018,CORN,MISSOURI,140,BU / ACRE
2018,CORN,MONTANA,85,BU / ACRE
2018,CORN,NEBRASKA,192,BU / ACRE
2018,CORN,NEW JERSEY,141,BU / ACRE
2018,CORN,NEW MEXICO,187,BU / ACRE
2018,CORN,NEW YORK,159,BU / ACRE
2018,CORN,NORTH CAROLINA,113,BU / ACRE
2018,CORN,NORTH DAKOTA,153,BU / ACRE
2018,CORN,OHIO,187,BU / ACRE
2018,CORN,OKLAHOMA,134,BU / ACRE
2018,CORN,OREGON,195,BU / ACRE
2018,CORN,OTHER STATES,0,BU / ACRE
2018,CORN,PENNSYLVANIA,140,BU / ACRE
2018,CORN,SOUTH CAROLINA,127,BU / ACRE
2018,CORN,SOUTH DAKOTA,160,BU / ACRE
2018,CORN,TENNESSEE,168,BU / ACRE
2018,CORN,TEXAS,108,BU / ACRE
2018,CORN,UTAH,182,BU / ACRE
2018,CORN,VIRGINIA,146,BU / ACRE
2018,CORN,WASHINGTON,220,BU / ACRE
2018,CORN,WEST VIRGINIA,152,BU / ACRE
2018,CORN,WISCONSIN,172,BU / ACRE
2018,CORN,WYOMING,164,BU / ACRE
2018,COTTON,ALABAMA,863,LB / ACRE
2018,COTTON,ARIZONA,"1,288",LB / ACRE
2018,COTTON,ARKANSAS,"1,133",LB / ACRE
2018,COTTON,CALIFORNIA,"1,707",LB / ACRE
2018,COTTON,FLORIDA,532,LB / ACRE
2018,COTTON,GEORGIA,727,LB / ACRE
2018,COTTON,KANSAS,"1,121",LB / ACRE
2018,COTTON,LOUISIANA,"1,067",LB / ACRE
2018,COTTON,MISSISSIPPI,"1,141",LB / ACRE
2018,COTTON,MISSOURI,"1,373",LB / ACRE
2018,COTTON,NEW MEXICO,959,LB / ACRE
2018,COTTON,NORTH CAROLINA,812,LB / ACRE
2018,COTTON,OKLAHOMA,655,LB / ACRE
2018,COTTON,SOUTH CAROLINA,747,LB / ACRE
2018,COTTON,TENNESSEE,"1,041",LB / ACRE
2018,COTTON,TEXAS,783,LB / ACRE
2018,COTTON,VIRGINIA,896,LB / ACRE
2018,FLAXSEED,MONTANA,17,BU / ACRE
2018,FLAXSEED,NORTH DAKOTA,24,BU / ACRE
2018,FLAXSEED,SOUTH DAKOTA,15,BU / ACRE
2018,HAY & HAYLAGE,CALIFORNIA,5.98,TONS / ACRE
2018,HAY & HAYLAGE,IDAHO,4,TONS / ACRE
2018,HAY & HAYLAGE,ILLINOIS,2.92,TONS / ACRE
2018,HAY & HAYLAGE,IOWA,3.32,TONS / ACRE
2018,HAY & HAYLAGE,KANSAS,2.11,TONS / ACRE
2018,HAY & HAYLAGE,MICHIGAN,2.7,TONS / ACRE
2018,HAY & HAYLAGE,MINNESOTA,2.74,TONS / ACRE
2018,HAY & HAYLAGE,MISSOURI,1.81,TONS / ACRE
2018,HAY & HAYLAGE,NEBRASKA,2.62,TONS / ACRE
2018,HAY & HAYLAGE,NEW YORK,3.02,TONS / ACRE
2018,HAY & HAYLAGE,OHIO,2.66,TONS / ACRE
2018,HAY & HAYLAGE,PENNSYLVANIA,2.77,TONS / ACRE
2018,HAY & HAYLAGE,SOUTH DAKOTA,1.83,TONS / ACRE
2018,HAY & HAYLAGE,TEXAS,1.84,TONS / ACRE
2018,HAY & HAYLAGE,VERMONT,3.76,TONS / ACRE
2018,HAY & HAYLAGE,WASHINGTON,4.07,TONS / ACRE
2018,HAY & HAYLAGE,WISCONSIN,2.91,TONS / ACRE
2018,HOPS,IDAHO,"1,995",LB / ACRE
2018,HOPS,OREGON,"1,675",LB / ACRE
2018,HOPS,WASHINGTON,"1,984",LB / ACRE
2018,PEANUTS,ALABAMA,"3,520",LB / ACRE
2018,PEANUTS,ARKANSAS,"4,900",LB / ACRE
2018,PEANUTS,FLORIDA,"3,960",LB / ACRE
2018,PEANUTS,GEORGIA,"4,390",LB / ACRE
2018,PEANUTS,MISSISSIPPI,"4,000",LB / ACRE
2018,PEANUTS,NEW MEXICO,"2,850",LB / ACRE
2018,PEANUTS,NORTH CAROLINA,"3,870",LB / ACRE
2018,PEANUTS,OKLAHOMA,"3,290",LB / ACRE
2018,PEANUTS,OTHER STATES,0,LB / ACRE
2018,PEANUTS,SOUTH CAROLINA,"3,400",LB / ACRE
2018,PEANUTS,TEXAS,"3,270",LB / ACRE
2018,PEANUTS,VIRGINIA,"4,200",LB / ACRE
2018,RICE,ARKANSAS,"7,520",LB / ACRE
2018,RICE,CALIFORNIA,"8,620",LB / ACRE
2018,RICE,LOUISIANA,"7,130",LB / ACRE
2018,RICE,MISSISSIPPI,"7,350",LB / ACRE
2018,RICE,MISSOURI,"7,770",LB / ACRE
2018,RICE,TEXAS,"7,970",LB / ACRE
2018,RYE,GEORGIA,26,BU / ACRE
2018,RYE,OKLAHOMA,22,BU / ACRE
2018,RYE,OTHER STATES,33.3,BU / ACRE
2018,SAFFLOWER,CALIFORNIA,"2,400",LB / ACRE
2018,SAFFLOWER,IDAHO,830,LB / ACRE
2018,SAFFLOWER,MONTANA,990,LB / ACRE
2018,SAFFLOWER,NORTH DAKOTA,"1,100",LB / ACRE
2018,SAFFLOWER,OTHER STATES,0,LB / ACRE
2018,SAFFLOWER,SOUTH DAKOTA,"1,100",LB / ACRE
2018,SAFFLOWER,UTAH,840,LB / ACRE
2018,SORGHUM,ARKANSAS,77,BU / ACRE
2018,SORGHUM,COLORADO,53,BU / ACRE
2018,SORGHUM,GEORGIA,53,BU / ACRE
2018,SORGHUM,ILLINOIS,111,BU / ACRE
2018,SORGHUM,KANSAS,88,BU / ACRE
2018,SORGHUM,LOUISIANA,84,BU / ACRE
2018,SORGHUM,MISSISSIPPI,90,BU / ACRE
2018,SORGHUM,MISSOURI,100,BU / ACRE
2018,SORGHUM,NEBRASKA,94,BU / ACRE
2018,SORGHUM,NEW MEXICO,38,BU / ACRE
2018,SORGHUM,NORTH CAROLINA,60,BU / ACRE
2018,SORGHUM,OKLAHOMA,50,BU / ACRE
2018,SORGHUM,OTHER STATES,54.2,BU / ACRE
2018,SORGHUM,SOUTH DAKOTA,80,BU / ACRE
2018,SORGHUM,TEXAS,46,BU / ACRE
2018,SOYBEANS,ALABAMA,40,BU / ACRE
2018,SOYBEANS,ARKANSAS,50.5,BU / ACRE
2018,SOYBEANS,DELAWARE,41.5,BU / ACRE
2018,SOYBEANS,FLORIDA,37,BU / ACRE
2018,SOYBEANS,GEORGIA,39.5,BU / ACRE
2018,SOYBEANS,ILLINOIS,63.5,BU / ACRE
2018,SOYBEANS,INDIANA,57.5,BU / ACRE
2018,SOYBEANS,IOWA,56,BU / ACRE
2018,SOYBEANS,KANSAS,43,BU / ACRE
2018,SOYBEANS,KENTUCKY,51,BU / ACRE
2018,SOYBEANS,LOUISIANA,51.5,BU / ACRE
2018,SOYBEANS,MARYLAND,47.5,BU / ACRE
